smiles,HOMO (eV),Bandgap (eV),Mw (kg/mol),PCE_ave
*c1cc2c(OCC(CC)CCCC)c3sc(-c4cc5sc6c7cc8c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c9c%10sc(*)cc%10sc9c8cc7c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c6c5s4)cc3c(OCC(CC)CCCC)c2s1,0.44,1.92,1.34,5.53
*c1cc2c(s1)-c1cc3sc4cc5c(cc4c3cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(-c2c(OCCCCCC)c(OCCCCCC)c(*)c3nsnc23)sc1-5,0.3,0.46,-0.57,5.18
*c1cc2c(s1)-c1cc3sc4cc5c(cc4c3cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(-c2c(OCCCCCCCC)c(OCCCCCCCC)c(*)c3nonc23)sc1-5,0.67,0.51,-0.55,3.29
*c1ccc(-c2c(OCCCCCCCCCC)c(OCCCCCCCCCC)c(-c3ccc(-c4cc5c(s4)-c4cc6sc7cc8c(cc7c6cc4C5(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)C(c4ccc(CCCCCC)cc4)(c4ccc(CCCCCC)cc4)c4cc(*)sc4-8)s3)c3nsnc23)s1,0.21,0.51,-0.58,3.52
*c1ccc(-c2cc3c(s2)c2ccc4c(ccc5c6sc(*)cc6n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c45)c2c(=O)n3CC(CCCCCCCC)CCCCCCCCCC)s1,1.07,1.38,1.43,5.53
*c1cc2c(s1)c1ccc3c(ccc4c5sc(-c6ccc(*)[se]6)cc5n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c34)c1c(=O)n2CC(CCCCCCCC)CCCCCCCCCC,0.94,1.04,1.64,6.17
*c1ccc(-c2cc3c(s2)c2sc4c(sc5c6sc(*)cc6n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c45)c2c(=O)n3CC(CCCCCCCC)CCCCCCCCCC)s1,0.12,0.51,1.76,5.86
*c1ccc(-c2cc3c(s2)c2sc4c(sc5c6sc(*)cc6n(CC(CCCCCC)CCCCCCCC)c(=O)c45)c2c(=O)n3CC(CCCCCC)CCCCCCCC)s1,-0.15,0.51,0.41,6.65
*c1cc2c(s1)c1sc3c(sc4c5sc(-c6ccc(*)[se]6)cc5n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c34)c1c(=O)n2CC(CCCCCCCC)CCCCCCCCCC,0.03,0.17,1.17,5.96
*c1cc2c(s1)c1sc3c(sc4c5sc(-c6ccc(*)[se]6)cc5n(CC(CCCCCC)CCCCCCCC)c(=O)c34)c1c(=O)n2CC(CCCCCC)CCCCCCCC,-0.11,0.17,0.02,7.95
*c1cc(CCCCCCCCCC)c(-c2sc(-c3sc(-c4cc5c(-c6ccc(C[C@@H](CC)CCCC)s6)cc6c(cc(-c7ccc(CC(CC)CCCC)s7)c7cc(*)sc76)c5s4)cc3CCCCCCCCCC)c3c2C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O)s1,0.98,1.09,-0.24,7.5
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)cc3c(cc(-c4ccc(C[C@@H](CC)CCCC)s4)c4cc(-c5sc(-c6sc(-c7cc(CCCCCCCCCC)c(*)s7)c7c6C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C7=O)cc5CCCCCCCCCC)sc43)c2s1,1.12,1.29,-0.42,3.68
*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(-c2cc4c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c5cc(*)sc5c4s2)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,-0.11,1.58,-0.35,5.4
*c1cc2sc3c(c2s1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2cc(-c3cc4c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c5cc(*)sc5c4s3)sc12,-0.06,1.63,-0.15,7.17
*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(-c2ccc(*)c4nc5c6cc(CCCCCCCC)ccc6c6ccc(CCCCCCCC)cc6c5nc24)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,-0.29,-0.13,0.11,3.75
*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(-c2c(F)c(F)c(*)c4nc5c6cc(CCCCCCCC)ccc6c6ccc(CCCCCCCC)cc6c5nc24)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,0.53,0.17,0.48,5.13
*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(-c2cnc(*)c4nc5c6cc(CCCCCCCC)ccc6c6ccc(CCCCCCCC)cc6c5nc24)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,-0.15,-0.76,0.19,3.93
*c1cc2ccc3c4ccc5cc(-c6sc(-c7ccc8c(c7)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)/C8=C7/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c8cc(-c9cc(CCCCCCCCCCCC)c(*)s9)ccc87)cc6CCCCCCCCCCCC)sc5c4ccc3c2s1,0.53,-0.56,-0.38,4.46
*c1cc2ccc3c4ccc5cc(-c6sc(-c7ccc8c(c7)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C8=C7/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c8cc(-c9cc(CCCCCCCCCCCC)c(*)s9)ccc87)cc6CCCCCCCCCCCC)sc5c4ccc3c2s1,0.53,-0.56,-0.5,2.26
*c1cc2ccc3c4ccc5cc(-c6sc(-c7ccc8c(c7)N(CC(CCCC)CCCCCC)C(=O)/C8=C7/C(=O)N(CC(CCCC)CCCCCC)c8cc(-c9cc(CC(CCCC)CCCCCC)c(*)s9)ccc87)cc6CC(CCCC)CCCCCC)sc5c4ccc3c2s1,0.76,-0.13,0.12,5.18
*c1cc2ccc3c4ccc5cc(-c6sc(-c7ccc8c(c7)N(CC(CCCCCC)CCCCCCCC)C(=O)/C8=C7/C(=O)N(CC(CCCCCC)CCCCCCCC)c8cc(-c9cc(CC(CCCCCC)CCCCCCCC)c(*)s9)ccc87)cc6CC(CCCCCC)CCCCCCCC)sc5c4ccc3c2s1,0.8,-0.32,-0.44,0.94
*c1ccc(C2=C3C(=O)N(CC(CC)CCCC)C(c4ccc(-c5ccc(-c6cc7c(s6)-c6cc8c(cc6C7(c6ccc(CCCCCC)cc6)c6ccc(CCCCCC)cc6)-c6sc(*)cc6C8(c6ccc(CCCCCC)cc6)c6ccc(CCCCCC)cc6)s5)s4)=C3C(=O)N2CC(CC)CCCC)s1,-0.38,-1.54,-0.27,4.2
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(-c5sc(-c6sc(*)c7cc(CCCCCC)sc67)c6c5C(=O)N(CC(CC)CCCC)C6=O)c5sc(CCCCCC)cc45)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,-3.15,-0.86,-0.41,6.48
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(-c5sc(-c6sc(*)c7sc(CCCCCC)cc67)c6c5C(=O)N(CC(CC)CCCC)C6=O)c5cc(CCCCCC)sc45)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,-3.19,-1.25,-0.49,4.37
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(-c5sc(-c6sc(*)c7cc(CCCCCC)sc67)c6c5C(=O)N(CC(CCCCCC)CCCCCCCC)C6=O)c5sc(CCCCCC)cc45)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,-2.51,-0.76,-0.48,7.32
*c1cc2c(-c3cc(CCCCCC)c(CC(CC)CCCC)s3)c3sc(-c4cc(F)c(*)c5nsnc45)cc3c(-c3cc(CCCCCC)c(CC(CC)CCCC)s3)c2s1,-0.61,-0.61,-0.17,3.74
*c1cc2c(-c3cc(CCCCCC)c(CC(CC)CCCC)s3)c3sc(-c4c(F)cc(-c5cc6c(-c7cc(CCCCCC)c(CC(CC)CCCC)s7)c7sc(-c8cc(F)c(*)c9nsnc89)cc7c(-c7cc(CCCCCC)c(CC(CC)CCCC)s7)c6s5)c5nsnc45)cc3c(-c3cc(CCCCCC)c(CC(CC)CCCC)s3)c2s1,-0.61,-0.66,-0.11,5.67
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4c(F)cc(-c5cc6c(-c7cc(CCCCCC)c(CC(CC)CCCC)s7)c7sc(-c8cc(F)c(*)c9nsnc89)cc7c(-c7cc(CCCCCC)c(CC(CC)CCCC)s7)c6s5)c5nsnc45)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,-0.83,-0.76,-0.12,7.02
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4c(F)cc(-c5cc6c(-c7cc(CCCCCC)c(CC(CC)CCCC)s7)c7sc(-c8cc(F)c(*)c9nsnc89)cc7c(-c7cc(CCCCCC)c(CC(CC)CCCC)s7)c6s5)c5nsnc45)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,-0.83,-0.76,0.28,7.38
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5cc(C(=O)OCC(CC)CCCC)sc45)cc3c(OCC(CC)CCCC)c2s1,-1.33,-0.42,0.02,4.16
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(*)c5cc(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,-1.11,-0.66,-0.13,6.21
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5cc(C(=O)C(CC)CCCC)sc45)cc3c(OCC(CC)CCCC)c2s1,-1.2,-0.56,-0.09,6.43
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(*)c5cc(C(=O)[C@@H](CC)CCCC)sc45)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,-1.01,-0.66,-0.19,7.59
*c1cc(CCCCCC)c(-c2ccc(-c3sc(-c4cc5c(OCC(CC)CCCC)c6sc(*)cc6c(OCC(CC)CCCC)c5s4)cc3CCCCCC)c3nsnc23)s1,-2.42,0.65,-0.43,1.95
*c1cc(OCCCCCC)c(-c2ccc(-c3sc(-c4cc5c(OCC(CC)CCCC)c6sc(*)cc6c(OCC(CC)CCCC)c5s4)cc3OCCCCCC)c3nsnc23)s1,-0.61,-0.81,-0.48,1.28
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6cc(SCCCC)c(SCCCCCC)s6)c6sc(*)cc6c(-c6cc(SCCCC)c(SCCCCCC)s6)c5s4)s3)c3c2C(=O)c2c(CC(CC)CCCC)sc(CC(CC)CCCC)c2C3=O)s1,0.85,0.56,0.01,5.95
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(*)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3c2C(=O)c2c(CC(CC)CCCC)sc(CC(CC)CCCC)c2C3=O)s1,-0.15,0.41,-0.55,6.67
*c1cc2c(-c3cc(SCCCC)c(SCCCCCC)s3)c3sc(-c4sc(*)c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3cc(SCCCC)c(SCCCCCC)s3)c2s1,0.76,-0.42,-0.41,4.48
*c1ccc(C2=C3C(=O)N(CC(CCCCCC)CCCCCCCC)C(c4ccc(-c5cc6c(-c7cc(SCCCC)c(SCCCCCC)s7)c7sc(*)cc7c(-c7cc(SCCCC)c(SCCCCCC)s7)c6s5)s4)=C3C(=O)N2CC(CCCCCC)CCCCCCCC)s1,0.62,-1.25,0.94,3.14
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(SCC(CC)CCCC)s6)c6sc(*)cc6c(-c6ccc(SCC(CC)CCCC)s6)c5s4)s3)c3sc(C(=O)OCC(CCCCCCCC)CCCCCCCCCC)cc23)s1,-1.47,-0.27,-0.36,6.7
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(S(=O)(=O)CC(CC)CCCC)s6)c6sc(*)cc6c(-c6ccc(S(=O)(=O)CC(CC)CCCC)s6)c5s4)s3)c3sc(C(=O)OCC(CCCCCCCC)CCCCCCCCCC)cc23)s1,-0.47,-0.17,-0.3,1.82
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(S(=O)(=O)CC(CC)CCCC)s6)c6sc(*)cc6c(-c6ccc(S(=O)(=O)CC(CC)CCCC)s6)c5s4)s3)c3sc(C(=O)OCC(CCCCCCCC)CCCCCCCCCC)cc23)s1,-0.79,-0.37,-0.39,6.52
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(*)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3c(F)c(C(=O)OCCC(CCCCCC)CCCCCCCC)sc23)s1,-1.74,-0.22,0.28,5.45
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6cccc(OCC(CC)CCCC)c6)c6sc(*)cc6c(-c6cccc(OCC(CC)CCCC)c6)c5s4)s3)c3c(F)c(C(=O)OCCC(CCCCCC)CCCCCCCC)sc23)s1,-0.74,-0.08,-0.11,7.41
*c1cc2c(-c3ncc(CCCCCCCCCC)s3)c3sc(-c4sc(*)c5c4C(=O)N(CCCCCCCC)C5=O)cc3c(-c3ncc(CCCCCCCCCC)s3)c2s1,1.44,0.46,0.14,0.27
*c1ccc(C2=C3C(=O)N(CC(CC)CCCC)C(c4ccc(-c5cc6c(-c7ncc(CCCCCCCCCC)s7)c7sc(*)cc7c(-c7ncc(CCCCCCCCCC)s7)c6s5)s4)=C3C(=O)N2CC(CC)CCCC)s1,-0.7,-1.54,-0.1,1.63
*c1cc2c(-c3ncc(CCCCCCCCCC)s3)c3sc(-c4sc(*)c5cc(C(=O)OCCCCCCCCCCCC)sc45)cc3c(-c3ncc(CCCCCCCCCC)s3)c2s1,-1.11,-1.59,0.31,2.3
*c1cc2c(-c3cc4sc(CC(CC)CCCC)cc4s3)c3sc(-c4sc(*)c5sc(C(=O)OCC(CC)CCCC)c(F)c45)cc3c(-c3cc4sc(CC(CC)CCCC)cc4s3)c2s1,-0.11,-0.81,-0.2,7.39
*c1cc2c(-c3ccc(/C=C/c4ccc(SCC(CC)CCCC)s4)s3)c3sc(-c4sc(*)c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(/C=C/c4ccc(SC[C@@H](CC)CCCC)s4)s3)c2s1,-0.2,-0.91,0.23,8.13
*c1cc2c(-c3cc4cc(CC(CCCC)CCCCCC)ccc4s3)c3sc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(*)s6)c6nsnc56)cc4CC(CC)CCCC)cc3c(-c3cc4cc(CC(CCCC)CCCCCC)ccc4s3)c2s1,0.62,0.12,-0.36,7.16
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(*)s6)c6nsnc56)cc4CC(CC)CCCC)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,0.12,0.22,-0.44,5.32
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(-c6ccc(-c7cc(OCCCCCCCC)c(OCCCCCCCC)c(OCCCCCCCC)c7)s6)c6sc(*)cc6c(-c6ccc(-c7cc(OCCCCCCCC)c(OCCCCCCCC)c(OCCCCCCCC)c7)s6)c5s4)s3)c3nsnc23)s1,0.3,-0.22,0.47,6.13
*c1ccc(-c2nnc(-c3ccc(-c4cc5c(-c6cc(-c7ccc(CCCCCCCCCCCC)s7)c(-c7ccc(CCCCCCCCCCCC)s7)s6)c6sc(*)cc6c(-c6cc(-c7ccc(CCCCCCCCCCCC)s7)c(-c7ccc(CCCCCCCCCCCC)s7)s6)c5s4)s3)nn2)s1,1.26,1.19,-0.21,1.08
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(-c6cc(-c7ccc(CCCCCCCCCCCC)s7)c(-c7ccc(CCCCCCCCCCCC)s7)s6)c6sc(*)cc6c(-c6cc(-c7ccc(CCCCCCCCCCCC)s7)c(-c7ccc(CCCCCCCCCCCC)s7)s6)c5s4)s3)s2)s1,-0.24,1.24,-0.05,3.8
*c1ccc(C2=C3C(=O)N(CC(CC)CCCC)C(c4ccc(-c5cc6c(-c7cc(-c8ccc(CCCCCCCCCCCC)s8)c(-c8ccc(CCCCCCCCCCCC)s8)s7)c7sc(*)cc7c(-c7cc(-c8ccc(CCCCCCCCCCCC)s8)c(-c8ccc(CCCCCCCCCCCC)s8)s7)c6s5)s4)=C3C(=O)N2CC(CC)CCCC)s1,-0.11,-2.08,-0.15,1.09
*c1cc2c(-c3cc(-c4ccc(CCCCCCCCCCCC)s4)c(-c4ccc(CCCCCCCCCCCC)s4)s3)c3sc(-c4sc(-c5c(F)c(F)c(-c6cc(CCCCCC)c(*)s6)c6nsnc56)cc4CCCCCC)cc3c(-c3cc(-c4ccc(CCCCCCCCCCCC)s4)c(-c4ccc(CCCCCCCCCCCC)s4)s3)c2s1,1.17,0.07,-0.28,2.83
*c1cc2c(-c3ccc(CC(CCCC)CCCCCC)s3)c3sc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(*)s6)c6nsnc56)cc4CC(CC)CCCC)cc3c(-c3ccc(CC(CCCC)CCCCCC)s3)c2s1,0.62,0.17,-0.29,5.36
*c1cc2c(-c3ccc(-c4ccc(CC(CCCC)CCCCCC)s4)s3)c3sc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(*)s6)c6nsnc56)cc4CC(CC)CCCC)cc3c(-c3ccc(-c4ccc(CC(CCCC)CCCCCC)s4)s3)c2s1,0.17,0.07,-0.3,5.11
*c1cc2c(-c3ccc(-c4ccc(-c5ccc(CC(CCCC)CCCCCC)s5)s4)s3)c3sc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(*)s6)c6nsnc56)cc4CC(CC)CCCC)cc3c(-c3ccc(-c4ccc(-c5ccc(CC(CCCC)CCCCCC)s5)s4)s3)c2s1,-0.11,-0.08,0.09,6.45
*c1cc2c(-c3ccc(-c4ccc(-c5ccc(-c6ccc(CC(CCCC)CCCCCC)s6)s5)s4)s3)c3sc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(*)s6)c6nsnc56)cc4CC(CC)CCCC)cc3c(-c3ccc(-c4ccc(-c5ccc(-c6ccc(CC(CCCC)CCCCCC)s6)s5)s4)s3)c2s1,-0.15,-0.17,0.14,2.15
*c1cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3sc(-c4sc(*)c5cc(C(=O)OCC(CC)CCCC)sc45)cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2s1,1.21,-0.13,-0.5,5.76
*c1cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3sc(-c4sc(*)c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2s1,1.21,-0.03,-0.51,4.11
*c1cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3sc(-c4sc(*)c5cc(C(=O)C(CC)CCCC)sc45)cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2s1,1.26,-0.22,-0.35,3.16
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5sc(S(=O)(=O)CC(CC)CCCC)cc45)cc3c(OCC(CC)CCCC)c2s1,-0.97,-0.32,-0.52,6.22
*c1cc2c(OCCCCCCCC)c3sc(-c4sc(*)c5sc(C(=O)OCC(CC)CCCC)cc45)cc3c(OCCCCCCCC)c2s1,-1.79,-0.61,-0.48,5.1
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(OCC(CC)CCCC)c2s1,-0.83,-0.17,0.05,7.4
*c1sc2c(OCC(CC)CCCC)c3c(F)c(-c4sc(*)c5cc(C(=O)OCC(CC)CCCC)sc45)sc3c(OCC(CC)CCCC)c2c1F,0.35,0.17,-0.45,3.2
*c1cc2c(OCC(CCCC)CCCCCC)c3sc(-c4sc(-c5sc(*)c6cc(C(=O)OCC(CCCC)CCCCCC)sc56)c5sc(C(=O)OCC(CCCC)CCCCCC)cc45)cc3c(OCC(CCCC)CCCCCC)c2s1,-1.74,-1.34,0.66,2.04
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5c4C(=O)c4cc(C(=O)CCCCCCC)sc4-5)cc3c(OCC(CC)CCCC)c2s1,0.48,0.95,-0.41,2.72
*c1cc2c(s1)-c1sc(-c3sc(*)c4c3C(=O)c3cc(C(=O)CCCCCCC)sc3-4)cc1[Si]2(CC(CC)CCCC)CC(CC)CCCC,0.35,0.02,-0.53,2.2
*c1ccc2c3ccc(-c4sc(*)c5c4C(=O)c4cc(C(=O)CCCCCCC)sc4-5)cc3n(C(CCCCCCCC)CCCCCCCC)c2c1,2.07,2.94,-0.02,0.13
*c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1cc(-c3sc(*)c4c3C(=O)c3cc(C(=O)CCCCCCC)sc3-4)ccc1-2,2.66,3.29,-0.44,0.03
*c1cc2c(CCC(CCCC)CCCCCC)c3sc(-c4sc(-c5ccc(-c6cc(CC(CC)CCCC)c(*)s6)c6nsnc56)cc4CC(CC)CCCC)cc3c(CCC(CCCC)CCCCCC)c2s1,0.3,-0.08,-0.14,4.7
*c1cc2c(CCC(CCCC)CCCCCC)c3sc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(*)s6)c6nsnc56)cc4CC(CC)CCCC)cc3c(CCC(CCCC)CCCCCC)c2s1,0.94,-0.08,-0.01,6.9
*c1ccc(-c2c(OCCCCCCCC)c(OCCCCCCCC)c(-c3ccc(-c4cc5c(OCC(CC)CCCC)c6sc(*)cc6c(OCC(CC)CCCC)c5s4)s3)c3nsnc23)s1,-0.74,-0.37,-0.46,4.02
*c1cc2c(OCC(CC)CCCC)c3sc(-c4cc(/C=C/c5sc(-c6ccc(-c7cc(CCCCCC)cs7)c7nsnc67)cc5CCCCCC)c(*)s4)cc3c(OCC(CC)CCCC)c2s1,1.03,1.53,-0.27,4.32
*c1cc2c(OCC(CC)CCCC)c3sc(-c4cc(/C=C/c5sc(-c6c(F)c(F)c(-c7cc(C[C@H](CC)CCCC)cs7)c7nsnc67)cc5CC(CC)CCCC)c(*)s4)cc3c(OCC(CC)CCCC)c2s1,0.12,0.9,-0.43,6.04
*c1cc2c(OCC(CC)CCCC)c3sc(-c4cc(/C=C/c5sc(-c6ccc(-c7cc(CCCCCC)cs7)c7nsnc67)cc5CCCCCC)c(*)s4)cc3c(OCC(CC)CCCC)c2s1,0.48,0.99,-0.27,4.05
*c1ccc(N(c2ccc(-c3ccc(-c4ccc(-c5ccc(CCCCCCCC)s5)c5nsnc45)s3)cc2)c2ccc(-c3cc4c(OCC(CC)CCCC)c5sc(*)cc5c(OCC(CC)CCCC)c4s3)cc2)cc1,0.21,1.04,-0.55,3.09
*c1ccc(N(c2ccc(-c3ccc(C4=C5C(=O)N(CC(CC)CCCC)C(c6ccc(-c7ccc(CCCCCCCC)s7)s6)=C5C(=O)N4CC(CC)CCCC)s3)cc2)c2ccc(-c3cc4c(OCC(CC)CCCC)c5sc(*)cc5c(OCC(CC)CCCC)c4s3)cc2)cc1,-0.51,0.12,-0.55,2.95
*c1ccc(N(c2ccc(-c3cc4c(OCC(CC)CCCC)c5sc(*)cc5c(OCC(CC)CCCC)c4s3)cc2)c2ccc(-c3ccc(-c4ccc(CCCCCCCC)s4)c4nsnc34)s2)cc1,0.39,0.51,0.14,3.27
*c1ccc(-c2c(OCCCCCCCC)cc(-c3ccc(-c4cc5c(-c6ccc(CCCCCCCCCCCC)s6)c6sc(*)cc6c(-c6ccc(CCCCCCCCCCCC)s6)c5s4)s3)c3nsnc23)s1,-0.06,-0.22,-0.35,5.5
*c1cc2c(-c3ccc(CCCCCCCCCCCC)s3)c3sc(-c4sc(-c5cc(F)c(-c6cc(CCCCCCCC)c(*)s6)c6nsnc56)cc4CCCCCCCC)cc3c(-c3ccc(CCCCCCCCCCCC)s3)c2s1,0.35,-0.42,-0.23,6.08
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(CCC(CCCC)CCCCCC)c6sc(*)cc6c(CCC(CCCC)CCCCCC)c5s4)s3)c3nn(CCC(CCCC)CCCCCC)nc23)s1,0.57,1.58,-0.4,3.4
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(CCC(CCCC)CCCCCC)c6sc(*)cc6c(CCC(CCCC)CCCCCC)c5s4)s3)c3nn(CCC(CCCC)CCCCCC)nc23)s1,0.8,1.53,-0.1,5.5
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(CCC(CCCC)CCCCCC)c6sc(*)cc6c(CCC(CCCC)CCCCCC)c5s4)s3)c3nn(CCC(CCCC)CCCCCC)nc23)s1,1.17,1.48,0.21,7.3
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(CCC(CCCC)CCCCCC)c6sc(*)cc6c(CCC(CCCC)CCCCCC)c5s4)s3)c3nn(CCC(CCCC)CCCCCC)nc23)s1,0.8,1.48,0.47,6
*c1cc2c3cc(CCCCCCCC)c(CCCCCCCC)cc3c3cc(-c4sc(-c5cnc(-c6cc(C[C@H](CC)CCCC)c(*)s6)c6nsnc56)cc4C[C@@H](CC)CCCC)sc3c2s1,0.12,-0.91,-0.38,6.07
*c1cc2c3nc(CCCCCCCC)c(CCCCCCCC)nc3c3cc(-c4sc(-c5cnc(-c6cc(C[C@H](CC)CCCC)c(*)s6)c6nsnc56)cc4C[C@@H](CC)CCCC)sc3c2s1,0.76,-0.76,-0.29,5.32
*c1cc2c(CCC(CCCC)CCCCCC)c3sc(-c4sc(-c5cnc(-c6cc(C[C@H](CC)CCCC)c(*)s6)c6nsnc56)cc4C[C@@H](CC)CCCC)cc3c(CCC(CCCC)CCCCCC)c2s1,0.62,-1,2.08,6.11
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c6sc(*)cc6c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5s4)s3)c3nn(C(CCCCCCCC)CCCCCCCC)nc23)s1,1.17,1.38,-0.29,2.92
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c6sc(*)cc6c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5s4)s3)c3nn(C(CCCCCCCC)CCCCCCCC)nc23)s1,0.3,1.14,-0.24,5.53
*c1ccc(-c2ccc(-c3ccc(-c4cc5cc6sc(*)cc6cc5s4)s3)c3nn(C(CCCCCCCC)CCCCCCCC)nc23)s1,-0.33,1.24,-0.36,2.88
